"part_name","manufacturer","retail_price","supply_price"
"刻字机","江苏新豪科技机车有限公司             ","3380.00","5571.9190000000"
"电力变压器","北纬公司                     ","3390.00","4020.2250000000"
"旋启单瓣式止回阀","北京普劳德技贸公司                ","3400.00","6990.9350000000"
"旋启单瓣式止回阀","北京海诺公司                   ","3400.00","8444.8060000000"
"灰浆挤拌机","诺兴达科技                    ","3400.00","5518.9760000000"
"长虹彩色电视机","北京东联信达科技有限公司             ","3400.00","7383.6570000000"
"西门子洗衣机","北京东联信达科技有限公司             ","3400.00","5198.0640000000"
"恒星刻字机","北京鹏丽联达商贸有限公司             ","3400.00","9332.3410000000"
"电动垂直板式蝶阀","北京海诺公司                   ","3410.00","4330.2940000000"
"固定式单相发电机组","北京盛世想联                   ","3410.00","7865.9940000000"
"高压真空接触器","北京世和通达科技发展有限公司           ","3410.00","4897.1250000000"
"万能式断路器","北京鑫理想                    ","3410.00","4317.9610000000"
"万能式断路器","华颖天达                     ","3410.00","4152.8900000000"
"砂棒过滤机","北京海诺公司                   ","3420.00","9139.9610000000"
"旋启单瓣式止回阀","北京芯网力科技有限公司              ","3430.00","9982.9900000000"
"旋启单瓣式止回阀","北京芯网力科技有限公司              ","3430.00","9485.0580000000"
"旋启单瓣式止回阀","北京嘉业商贸公司                 ","3430.00","7558.0020000000"
"旋启单瓣式止回阀","北京海诺公司                   ","3430.00","7991.9380000000"
"气腿式凿岩机","北京世和通达科技发展有限公司           ","3430.00","7758.3100000000"
"潜孔冲击器","北京世和通达科技发展有限公司           ","3430.00","7263.7420000000"
"搅拌机","北京鑫理想                    ","3430.00","7513.9750000000"
"搅拌机","北京鑫理想                    ","3430.00","4819.7830000000"
"夹套下搅拌配料桶","北京东联信达科技有限公司             ","3430.00","8105.9330000000"
"夹套下搅拌配料桶","北京东联信达科技有限公司             ","3430.00","6543.3730000000"
"电热恒温干燥箱","北京神州同正科技有限公司             ","3430.00","4522.7390000000"
"油浴电阻炉","北京金朗琪（原北京联惠佳）科技有限公司      ","3430.00","3507.9490000000"
"联想打印机","北京金朗琪（原北京联惠佳）科技有限公司      ","3430.00","8355.9800000000"
"联想打印机","北京联控兴业科技发展有限公司           ","3430.00","4450.6270000000"
"CEH／SA0.6／1kv乙丙橡皮绝缘氯磺化聚乙烯护套阻燃船用电缆","北京世和通达科技发展有限公司           ","3440.00","3736.6810000000"
"蜗轮传动垂直板式蝶阀","牡丹汽车股份有限公司               ","3450.00","4344.4330000000"
"联想掌上电脑","北京鑫理想                    ","3450.00","4624.7000000000"
"三相异步电动机","华颖天达                     ","3450.00","4104.9630000000"
"气腿式凿岩机","北京鹏丽联达商贸有限公司             ","3460.00","9192.1350000000"
"向上式高频凿岩机","北京圣川梵瑞电子技术有限公司           ","3460.00","5479.8710000000"
"双工位印字机","北京佳利时代科贸有限公司             ","3460.00","6214.3040000000"
"双工位印字机","北京佳利时代科贸有限公司             ","3460.00","4287.2510000000"
"万能式断路器","北京联控兴业科技发展有限公司           ","3460.00","4695.3320000000"
"罐身","上汽集团奇瑞汽车有限公司             ","3470.00","4990.3500000000"
"汽车发动机免拆清洗机","重庆专用汽车制造总厂               ","3470.00","4600.0960000000"
"隔爆型三相异步电动机","保定长城汽车股份有限公司             ","3470.00","8089.4750000000"
"冶金及起重用变频调速电动机","长庆客车改装厂                  ","3480.00","3626.0820000000"
"冶金及起重用变频调速电动机","长庆客车改装厂                  ","3480.00","4289.0800000000"
"NH-VV0.6/1kv铜芯耐火聚氯乙烯绝缘聚氯乙烯护套电力电缆","四川科威达车业峨眉有限公司            ","3480.00","8665.6700000000"
"BVVB铜芯聚氯乙烯绝缘聚氯乙烯护套平型电线","宁波吉江汽车制造有限责任公司           ","3480.00","8661.5210000000"
"联想打印机","宁波客车厂                    ","3480.00","6403.3450000000"
"联想打印机","北京鹏丽联达商贸有限公司             ","3480.00","7518.7960000000"
"双路阀","北京新天下神舟电脑有限公司            ","3490.00","8056.7280000000"
"优派ViewSonic显示器","北京新天下神舟电脑有限公司            ","3499.00","3547.5570000000"
"阿尔法10/100M网卡","一汽－大众汽车有限公司              ","35.00","2046.8440000000"
"6路音视频自动切换器","一汽－大众汽车有限公司              ","350.00","3272.5220000000"
"条码扫描","上汽集团奇瑞汽车有限公司             ","350.00","461.3578000000"
"NEC打印头","神龙汽车有限公司                 ","350.00","5753.1660000000"
"料斗式塑料干燥机（HD）系列","北汽福田汽车股份有限公司             ","3500.00","5815.6210000000"
"边字提花机","江西凯马百路佳客车有限公司            ","3500.00","7100.2230000000"
"边字提花机","江西凯马百路佳客车有限公司            ","3500.00","5557.2500000000"
"驱动耙","沈阳华晨金杯汽车有限公司             ","3500.00","7448.4550000000"
"单导心电图机","四川科威达车业峨眉有限公司            ","3500.00","6029.1970000000"
"万能式断路器","牡丹汽车股份有限公司               ","3500.00","9532.9960000000"
"万能式断路器","牡丹汽车股份有限公司               ","3500.00","6041.7050000000"
"先驱音箱","牡丹汽车股份有限公司               ","3500.00","5287.0210000000"
"摄像机","哈飞汽车股份有限公司               ","3500.00","6011.8330000000"
"彩色摄像机","南宁汽车改装厂                  ","3500.00","6189.4250000000"
"切换器","江苏亚星客车集团扬州亚星客车股份有限公司     ","3500.00","7185.3280000000"
"视音频紧急插播器","北京佳利时代科贸有限公司             ","3500.00","8493.1350000000"
"联想打印机","北京联控兴业科技发展有限公司           ","3500.00","6534.2360000000"
"HP喷墨打印机","上海大众汽车有限公司               ","3500.00","6400.7180000000"
"HP喷墨打印机","上海大众汽车有限公司               ","3500.00","6860.4280000000"
"刻字机","广州市龙豹汽车工业有限公司            ","3500.00","9068.2590000000"
"专业MODEM类","长庆客车改装厂                  ","3500.00","9901.0090000000"
"气腿式凿岩机","保定长城汽车股份有限公司             ","3510.00","3914.8680000000"
"万能式断路器","宁波客车厂                    ","3510.00","6554.9530000000"
"万能式断路器","湖南长丰汽车制造股份有限公司           ","3510.00","8743.9830000000"
"圆孔定子头","庆铃汽车股份有限公司               ","352.00","1150.9730000000"
"挡板","广州羊城汽车有限公司               ","352.00","2151.8470000000"
"挡板","广州羊城汽车有限公司               ","352.00","411.3292000000"
"挡板","四川省公路机械厂                 ","352.00","3967.2750000000"
"搅拌器","四川省公路机械厂                 ","352.00","3727.4100000000"
"料斗式塑料干燥机","四川省公路机械厂                 ","3520.00","5051.9810000000"
"料斗式塑料干燥机","四川省公路机械厂                 ","3520.00","5468.0810000000"
"水泥试验设备","山西省汽车工业集团有限责任公司          ","3520.00","3923.9570000000"
"弧型压领机","重庆重型汽车集团专用汽车有限责任公司       ","3520.00","3805.2150000000"
"电动垂直板式蝶阀","牡丹汽车股份有限公司               ","3530.00","3620.3890000000"
"电动垂直板式蝶阀","郑州日产汽车有司                 ","3530.00","8419.3600000000"
"气动垂直板式蝶阀","哈飞汽车股份有限公司               ","3530.00","4689.3070000000"
"升降立式止回阀","常州长江客车集团工矿车辆有限公司         ","3530.00","9000.1140000000"
"内燃凿岩机","江铃汽车股份有限公司               ","3530.00","9664.0250000000"
"内燃凿岩机","牡丹汽车股份有限公司               ","3530.00","8443.3630000000"
"内燃凿岩机","牡丹汽车股份有限公司               ","3530.00","5906.1740000000"
"圆盘犁","牡丹汽车股份有限公司               ","3530.00","4923.6670000000"
"脉冲电容器","江苏亚星客车集团扬州亚星客车股份有限公司     ","3530.00","5054.5310000000"
"脉冲电容器","江苏亚星客车集团扬州亚星客车股份有限公司     ","3530.00","3607.0830000000"
"电热电容器","哈飞汽车股份有限公司               ","3530.00","6389.8830000000"
"交流接触器","山西省汽车工业集团有限责任公司          ","3530.00","8919.4080000000"
"填料箱","北京昌平机车车辆机械厂              ","354.00","5235.6720000000"
"磨锯机","青岛高科技工业园金华技术发展有限公司       ","3540.00","7105.1790000000"
"户内高压隔离开关","浙江省仙居汽车保修设备厂             ","3540.00","7437.7240000000"
"万能式断路器","广东省顺德市勒流镇新电联电器设备厂        ","3540.00","4568.4000000000"
"不锈钢储液桶","广州羊城汽车有限公司               ","3550.00","4103.5890000000"
"冶金及起重用电动机","长征汽车制造厂                  ","3550.00","5515.0480000000"
"星三角起动器","山西省汽车工业集团有限责任公司          ","3550.00","9784.3520000000"
"18路电脑歌舞厅灯光控制台","长征汽车制造厂                  ","3550.00","7184.4600000000"
"差压变送器","营口东林专用汽车有限公司（原：营口东林软篷车厢有限","3550.00","8611.7280000000"
"差压变送器","山东梁山通亚汽车制造有限公司           ","3550.00","8247.8740000000"
"螺旋式消声器","广东省中山市利航船舶机械厂            ","3560.00","7316.7720000000"
"冶金及起重用电动机","浙江宁波挂机厂                  ","3560.00","5606.5260000000"
"气腿式凿岩机","铁道部隆昌工务器材厂               ","3570.00","8475.9030000000"
"手动精密丝网印制机","浙江省仙居汽车保修设备厂             ","3570.00","8526.2070000000"
"锯条辊压机","上海东海机电船舶工程公司             ","3570.00","4893.0900000000"
"工程塑料板框压滤机","广东省顺德市勒流镇新电联电器设备厂        ","3570.00","9720.9780000000"
"重型四铧犁","枣庄市中区官庄机电设备修造厂           ","3570.00","6609.0870000000"
"旋耕机","北京瑞雪飞制冷技术有限研究所           ","3570.00","8978.2890000000"
"光固化机","广东省番禺市莲花山机械厂             ","3570.00","6459.2710000000"
"口腔吸尘技工台","广东省番禺市莲花山机械厂             ","3570.00","9717.6620000000"
"口腔吸尘技工台","广东省番禺市莲花山机械厂             ","3570.00","9072.2350000000"
"重型四铧犁","广东番禺市莲花山机械厂              ","3570.00","5670.5580000000"
"铜芯泡沫聚烯烃绝缘挡潮层聚乙烯护套市内通信电缆","牡丹汽车股份有限公司               ","3570.00","5986.4870000000"
"42in针织机","江苏亚星客车集团扬州亚星客车股份有限公司     ","3580.00","9916.9230000000"
"联想掌上电脑","江苏亚星客车集团扬州亚星客车股份有限公司     ","3580.00","5248.2000000000"
"联想掌上电脑","江苏亚星客车集团扬州亚星客车股份有限公司     ","3580.00","9293.3790000000"
"厦新影碟机","四川省公路机械厂                 ","3580.00","7136.6920000000"
"神达掌上电脑","荆州华通汽车改装有限公司             ","3580.00","7736.9320000000"
"铜芯聚氯乙烯绝缘聚氯乙烯护套矿用电话电缆","青岛高科技工业园金华技术发展有限公司       ","3590.00","7490.0970000000"
"三菱显示器","广东省番禺市莲花山机械厂             ","3590.00","8814.1300000000"
"SONY显示器","公主岭市金优专用汽车改装有限公司         ","3599.00","7364.9510000000"
"金正影碟机","深圳市特发新永通实业有限公司机电设备厂      ","360.00","9496.4600000000"
"POS周边设备","上海祥鸿贸易有限公司               ","360.00","6570.5870000000"
"POS周边设备","枣庄龙岳机床有限公司（枣庄机床厂）        ","360.00","4366.8440000000"
"精密过滤器","南京海天自动化工程设备有限公司          ","3600.00","4472.4190000000"
"开水桶","北京瑞雪飞制冷技术研究所             ","3600.00","4897.6030000000"
"空气过滤器","青岛高科技工业园金华技术发展有限公司       ","3600.00","6558.6670000000"
"混凝土振动台","广东新会船电设备厂                ","3600.00","3911.4680000000"
"灰浆搅拌机","郑州轻型汽车制造厂                ","3600.00","9476.8680000000"
"灰浆搅拌机","郑州轻型汽车制造厂                ","3600.00","6067.1600000000"
"BX铜芯橡皮线500伏","北京和田汽车改装有限公司             ","3600.00","4935.8690000000"
"西门子冰箱","四川省公路机械厂                 ","3600.00","8756.1240000000"
"SONY显示器","四川省公路机械厂                 ","3600.00","9698.6780000000"
"三星显示器","山西省汽车工业集团有限责任公司          ","3600.00","9567.3060000000"
"实达终端","山西省汽车工业集团有限责任公司          ","3600.00","9802.3530000000"
"浮子液位计","山海关桥梁厂                   ","3600.00","7114.6340000000"
"多回转阀门电动装置","枣庄市中区官庄机电设备修造厂           ","3610.00","4534.4540000000"
"轮胎拆装机","青岛高科技工业园金华技术发展有限公司       ","3610.00","7305.0910000000"
"气动垂直板式蝶阀","沈阳铁路局明城机械厂               ","3620.00","3773.1240000000"
"重型悬挂四铧犁","广东省顺德市勒流镇新电联电器设备厂        ","3620.00","5841.6880000000"
"深耕四铧犁","枣庄市中区官庄机电设备修造厂           ","3620.00","3725.9290000000"
"暖热机","青岛高科技工业园金华技术发展有限公司       ","3620.00","4885.9980000000"
"VLV220.6/1kv铝芯聚氯乙烯绝缘钢带铠装聚氯乙烯护套电力电缆","广东斗门县第二农机修造厂             ","3620.00","3977.8880000000"
"旋启单瓣式止回阀","浙江宁波挂机厂                  ","3630.00","8237.8790000000"
"弹簧全启式安全阀","邗江县农水机械厂                 ","3630.00","7612.7410000000"
"交流稳压器","邗江县农水机械厂                 ","3630.00","9363.3010000000"
"联想打印机","淮安巨龙市政机械制造有限责任公司         ","3630.00","5392.6630000000"
"联想打印机","淮安巨龙市政机械制造有限责任公司         ","3630.00","9304.5460000000"
"摩擦支柱","泰安汽车起重机总厂                ","364.00","1260.1660000000"
"摩擦支柱","泰安汽车起重机总厂                ","364.00","3968.6850000000"
"旋启单瓣式止回阀","北京市施工机械厂                 ","3640.00","7814.1420000000"
"旋启单瓣式止回阀","沈阳北方交通工程公司               ","3640.00","9388.2360000000"
"水泥试验设备","沈阳北方交通工程公司               ","3640.00","8721.6010000000"
"压力变送器","枣庄市中区官庄机电设备修造厂           ","3640.00","8909.5230000000"
"压力变送器","枣庄市中区官庄机电设备修造厂           ","3640.00","7612.2060000000"
"压力变送器","枣庄市中区官庄机电设备修造厂           ","3640.00","5436.0830000000"
"VLV291kv铝芯聚氯乙烯绝缘钢带铠装聚氯乙烯护套电力电缆","广东省番禺市莲花山机械厂             ","3650.00","8593.8450000000"
"飞利浦显示器","广东新会船电设备厂                ","3650.00","6462.5440000000"
"旋启单瓣式止回阀","重庆专用汽车制造总厂               ","3660.00","4082.5210000000"
"旋启单瓣式止回阀","重庆专用汽车制造总厂               ","3660.00","5948.9840000000"
"旋启单瓣式止回阀","重庆专用汽车制造总厂               ","3660.00","5796.2890000000"
"冶金及起重用变频调速电动机","北京攀尼高空作业设备有限公司           ","3660.00","4196.6930000000"
"万能式断路器","沈阳北方交通工程公司               ","3660.00","8536.6380000000"
"万能式断路器","沈阳北方交通工程公司               ","3660.00","6065.0930000000"
"测温仪","沈阳北方交通工程公司               ","3660.00","5353.1700000000"
"潜孔冲击器","天津扫地王专用汽车有限公司            ","3670.00","7889.5130000000"
"三相交流同步发电机","蚌埠消防设备厂                  ","3670.00","7850.8220000000"
"无功自动补偿箱","中国人民解放军第4808工厂           ","3670.00","8351.0680000000"
"8路音视频切换器","营口东林专用汽车有限公司（原：营口东林软篷车厢有限","368.00","2386.3510000000"
"文曲星掌上电脑","鞍山衡业专用汽车制造有限公司           ","368.00","3964.1290000000"
"文曲星掌上电脑","鞍山衡业专用汽车制造有限公司           ","368.00","3112.0000000000"
"旋启单瓣式止回阀","沈阳北方交通工程公司               ","3680.00","4505.5240000000"
"活塞式减压阀","长治清华机械厂                  ","3680.00","6786.9800000000"
"活塞式减压阀","绵阳朝阳专用车制造有限责任公司          ","3680.00","5665.0340000000"
"彩色摄像机","西北电力建设器材总厂               ","3680.00","9249.4920000000"
"插播器","广州羊城汽车有限公司               ","3680.00","8533.7300000000"
"电子分频器","重庆专用汽车制造总厂               ","3680.00","5933.1740000000"
"联想掌上电脑","重庆专用汽车制造总厂               ","3680.00","7159.5280000000"
"联想打印机","四川建设机械（集团）股份有限公司         ","3680.00","6839.5500000000"
"联想打印机","深圳东风汽车有限公司               ","3680.00","7356.2500000000"
"电动蝶阀","北京市施工机械厂                 ","3690.00","6099.5920000000"
"旋启单瓣式止回阀","沈阳北方交通工程公司               ","3690.00","4060.0720000000"
"电动蝶阀","蚌埠消防设备厂                  ","3690.00","8993.5200000000"
"高压离心通风机","中国建筑二局洛阳建筑工程机械厂          ","3690.00","4184.6540000000"
"神舟台式电脑","佳木斯电机厂                   ","3698.00","4323.7350000000"
"神舟台式电脑","北京和田汽车改装有限公司             ","3699.00","6492.2360000000"
"HP台式机","长庆客车改装厂                  ","3699.00","5020.4060000000"
"惠普喷墨打印机","深圳东风汽车有限公司（原深圳东风汽车公司）    ","370.00","2868.0350000000"
"火花机","天津扫地王专用汽车有限公司            ","3700.00","3812.1690000000"
"火花机","天津扫地王专用汽车有限公司            ","3700.00","6191.5550000000"
"火花机","天津扫地王专用汽车有限公司            ","3700.00","7339.2780000000"
"梳棉机链条洗涤机","鞍山衡业专用汽车制造有限公司           ","3700.00","6718.8400000000"
"梳棉机链条洗涤机","鞍山衡业专用汽车制造有限公司           ","3700.00","7866.2520000000"
"灯光传令钟","四川省宜宾岷江专用汽车有限责任公司        ","3700.00","8273.6790000000"
"万能式断路器","长治清华机械厂                  ","3700.00","4611.8800000000"
"弹簧全启式安全阀","中原石油勘探局特种车辆修造总厂          ","3720.00","4836.6720000000"
"弹簧全启式安全阀","中原石油勘探局特种车辆修造总厂          ","3720.00","5634.5290000000"
"旋启单瓣式止回阀","中原石油勘探局特种车辆修造总厂          ","3720.00","7227.8060000000"
"电动凿岩机","沈阳北方交通工程公司               ","3720.00","4879.6450000000"
"电动凿岩机","沈阳北方交通工程公司               ","3720.00","4267.4590000000"
"电动凿岩机","淄博压力容器厂                  ","3720.00","7001.1510000000"
"万能式断路器","石家庄双环汽车股份有限公司            ","3720.00","7424.0800000000"
"万能式断路器","石家庄双环汽车股份有限公司            ","3720.00","3962.4100000000"
"塑壳断路器","淮安市苏通市政机械有限公司            ","3720.00","6414.0670000000"
"真空成形全纤维快速升温管式电阻炉","庆铃汽车股份有限公司               ","3720.00","4135.3950000000"
"单铂铑热电偶（单支）","博山电机厂                    ","3720.00","5365.5220000000"
"蝶形止回阀","江西省崇义农用车制造厂              ","3730.00","6863.2880000000"
"自耦变压器","中原石油勘探局特种车辆修造总厂          ","3730.00","7841.0210000000"
"西门子银水星洗衣机","北京市吉普汽车有限公司              ","3730.00","4099.7700000000"
"便携式存储压力计","广州港口机械实业总公司              ","3730.00","4739.9690000000"
"控制式差动发送机","温州燎原防爆电器有限公司             ","525.00","3735.2410000000"
"粘合机回转装置","中原石油勘探局特种车辆修造总厂          ","3740.00","8833.3110000000"
"冠龙系列微孔器","浙江凌田摩托车有限公司              ","3750.00","9062.4790000000"
"醪液加热器","贵州永安电机总厂                 ","3760.00","7738.0010000000"
"技工打磨切割吸尘机","锡山市恒达电机有限公司              ","3760.00","9116.8100000000"
"不锈钢器械柜","湖南衡南电机厂                  ","3760.00","4367.2200000000"
"紫光、磁性、光谱防伪点钞机","湖南衡南电机厂                  ","3760.00","8368.3980000000"
"自耦减压起动器","湖南衡南电机厂                  ","3760.00","9856.3300000000"
"小天鹅空调","中国人民电器集团                 ","3760.00","6039.0990000000"
"精小型压力变送器","中国人民电器集团                 ","3760.00","8528.3550000000"
"电动垂直板式蝶阀","新乡专用汽车厂                  ","3770.00","4800.5240000000"
"摄像机","天津发电设备总厂（柴油发电设备厂）        ","3770.00","7147.1180000000"
"精小型差压变送器","西安波威植松动力有限公司             ","3770.00","5134.4910000000"
"精小型差压变送器","西安波威植松动力有限公司             ","3770.00","4142.6560000000"
"精小型差压变送器","西安波威植松动力有限公司             ","3770.00","7812.2090000000"
"排渣节流阀","中原石油勘探局特种车辆修造总厂          ","3780.00","8812.3640000000"
"SONY掌上电脑","常州福莱特摩托车有限公司             ","3780.00","3805.0890000000"
"SONY掌上电脑","常州福莱特摩托车有限公司             ","3780.00","6572.6300000000"
"冶金及起重用变频调速电动机","上海南洋电机厂                  ","3780.00","9374.3060000000"
"DCBX运输车辆用铜芯橡皮电线","黑龙江北方专用汽车厂               ","3780.00","5219.6560000000"
"DCBX运输车辆用铜芯橡皮电线","黑龙江北方专用汽车厂               ","3780.00","6424.5720000000"
"齿轮油泵","天津发电设备总厂（柴油发电设备厂）        ","379.00","9375.2120000000"
"PS版专用打孔机","西安波威动力有限公司               ","3790.00","9201.5060000000"
"金属针布包卷机","天津发电设备总厂（柴油发电设备厂）        ","3790.00","5561.2620000000"
"SONY显示器","新乡专用汽车厂                  ","3799.00","9648.3360000000"
"SONY显示器","新乡专用汽车厂                  ","3799.00","9395.6780000000"
"条码扫描","东风电机厂微电机分厂               ","380.00","5534.9040000000"
"磁卡、读写设备","本溪市微电机厂                  ","380.00","1085.0630000000"
"STAR打印头","跃进汽车集团公司                 ","380.00","3335.3050000000"
"STAR打印头","跃进汽车集团公司                 ","380.00","4666.7670000000"
"清华同方数码产品","郑州宏达汽车工业有限公司             ","380.00","8263.1100000000"
"清华同方数码产品","郑州宏达汽车工业有限公司             ","380.00","8870.0520000000"
"清华同方数码产品","郑州宏达汽车工业有限公司             ","380.00","3084.0540000000"
"清华同方数码产品","郑州宏达汽车工业有限公司             ","380.00","8289.7850000000"
"打印服务器","郑州宏达汽车工业有限公司             ","380.00","5357.2540000000"
"STAR打印头","西安波威动力有限公司               ","380.00","6396.4120000000"
"液动座板阀","西安波威植松动力有限公司             ","3800.00","4477.7470000000"
"液动座板阀","西安波威植松动力有限公司             ","3800.00","4036.5160000000"
"弹簧全启式安全阀","中汽商用汽车有限公司               ","3800.00","9328.5750000000"
"神达掌上电脑","中原石油勘探局特种车辆修造总厂          ","3800.00","8250.2790000000"
"palm掌上电脑","中原石油勘探局特种车辆修造总厂          ","3800.00","4268.1050000000"
"VLV0.6/1kv铝芯聚氯乙烯绝缘聚氯乙烯护套电力电缆","武汉神骏专用汽车制造股份有限公司         ","3800.00","6583.1050000000"
"神达掌上电脑","中汽商用汽车有限公司               ","3800.00","7167.0000000000"
"基带DSL类","跃进汽车集团公司                 ","3800.00","8288.0550000000"
"恒星刻字机","郑州宏达汽车工业有限公司             ","3800.00","4667.7260000000"
"高奇诗收款机","郑州宏达汽车工业有限公司             ","3800.00","7458.8130000000"
"金属加强构件 骨架填充式铝—聚乙烯粘结护套 通信用室外光缆","淄博压力容器厂                  ","3810.00","7909.0840000000"
"交流稳压器","中汽商用汽车有限公司               ","3820.00","5136.8570000000"
"金正音箱","西安波威植松动力有限公司             ","3830.00","6697.5390000000"
"精小型调节阀","江苏新豪科技机车有限公司             ","3840.00","8122.0900000000"
"液压囊式蓄能器","浙江中南集团摩托车有限公司            ","3840.00","4418.8830000000"
"分光器接口镜","江苏爱俊达摩托车有限公司             ","3840.00","7717.1560000000"
"升降直通式止回阀","江苏国威摩托车有限公司              ","3850.00","4740.7730000000"
"CCD摄像头接口镜","江苏国威摩托车有限公司              ","3850.00","6630.1270000000"
"万能式断路器","金城集团有限公司                 ","3850.00","9711.7010000000"
"黑白摄像机","中原石油勘探局特种车辆修造总厂          ","3850.00","5174.1900000000"
"黑白摄像机","中原石油勘探局特种车辆修造总厂          ","3850.00","9562.6880000000"
"差压变送器","广州港口机械实业总公司              ","3850.00","8941.0910000000"
"差压变送器","广州港口机械实业总公司              ","3850.00","6263.5710000000"
"内燃凿岩机","中原石油勘探局特种车辆修造总厂          ","3860.00","6853.7690000000"
"高压真空接触器","云南第一汽车工贸有限公司             ","3860.00","4966.6710000000"
"500℃自补偿应变电阻合金","北京重型汽车制造厂                ","3860.00","6455.5590000000"
"500℃自补偿应变电阻合金","北京重型汽车制造厂                ","3860.00","7458.2740000000"
"彩色摄像机","东莞市东毅摩托车有限公司             ","3860.00","9010.2750000000"
"黑白红外线半球摄像机","江苏国威摩托车有限公司              ","3860.00","8313.4590000000"
"差压变送器","慈溪金轮机车制造有限公司             ","3860.00","8454.8110000000"
"电控箱","山东巨力股份有限公司               ","3870.00","8253.7630000000"
"42in针织机","闽东腾龙电机厂                  ","3870.00","8979.2780000000"
"单导心电图机","广州港口机械实业总公司              ","3870.00","9963.3780000000"
"万能式断路器","淄博压力容器厂                  ","3870.00","9867.4400000000"
"过励磁保护继电器","浙江三友集团摩托车有限公司            ","3870.00","6204.7100000000"
"VLV0.6/1kv铝芯聚氯乙烯绝缘聚氯乙烯护套电力电缆","常州山崎摩托车有限公司              ","3870.00","5177.8080000000"
"蜗轮传动垂直板式蝶阀","福建省银象电器有限公司              ","3880.00","4305.7910000000"
"F504型蜗轮传动蝶阀（美式）","广州港口机械实业总公司              ","3880.00","7991.8610000000"
"F504型蜗轮传动蝶阀（美式）","广州港口机械实业总公司              ","3880.00","8941.0820000000"
"旋启单瓣式止回阀","沈阳三山汽车工业联营公司             ","3880.00","9648.1120000000"
"针织横机","山东梁山通亚汽车制造有限公司           ","3880.00","8042.9490000000"
"灰浆搅拌机","新乡专用汽车厂                  ","3880.00","7156.2940000000"
"华硕掌上电脑","新乡专用汽车厂                  ","3880.00","8089.7200000000"
"铜芯纸绝缘对绞铅护套市内电话电缆","江苏国威摩托车有限公司              ","3880.00","9481.9590000000"
"电动岩石站","浙江中南集团摩托车有限公司            ","3890.00","4633.4000000000"
"电动岩石站","浙江中南集团摩托车有限公司            ","3890.00","4098.3070000000"
"力矩式自整角发送机","西北煤矿机械二厂                 ","525.00","7908.4740000000"
"TCL台式电脑","中汽商用汽车有限公司               ","3898.00","9693.9400000000"
"阿尔法无线类","福建省银象电器有限公司              ","390.00","4165.9580000000"
"联想台式机","江苏国威摩托车有限公司              ","3900.00","6683.0970000000"
"联想台式机","江苏国威摩托车有限公司              ","3900.00","4464.7820000000"
"华硕掌上电脑","江门市华鲨摩托车有限公司             ","3900.00","3921.7310000000"
"联想台式电脑","浙江凌田摩托车有限公司              ","3900.00","5646.8980000000"
"联想台式机","常州山崎摩托车有限公司              ","3900.00","5224.9820000000"
"轮胎拆装机","山东巨力股份有限公司               ","3900.00","4946.1660000000"
"万能式断路器","四川明星汽车空调有限公司             ","3900.00","4594.9180000000"
"东芝彩色电视机","天津发电设备总厂（柴油发电设备厂）        ","3900.00","6636.9660000000"
"高精度数显干燥箱","福建省银象电器有限公司              ","3900.00","5343.3700000000"
"联想台式电脑","江苏新豪科技机车有限公司             ","3900.00","8405.6460000000"
"palm掌上电脑","龙口洛嘉摩托车有限责任公司            ","3900.00","8952.1860000000"
"联想台式机","中国嘉陵工业股份有限公司（集团）         ","3900.00","5578.5540000000"
"联想台式机","中国嘉陵工业股份有限公司（集团）         ","3900.00","4035.6920000000"
"联想台式机","建设工业（集团）有限责任公司           ","3900.00","6345.2100000000"
"SONY显示器","浙江凌田摩托车有限公司              ","3900.00","4114.9990000000"
"优派显示器","山东巨力股份有限公司               ","3900.00","5765.5370000000"
"条码电子秤","成都万欣实业有限责任公司             ","3900.00","3954.6960000000"
"神舟台式机","闽东腾龙电机厂                  ","3900.00","7235.2790000000"
"华宇高档型刻字机","福建省银象电器有限公司              ","3900.00","4155.9830000000"
"旋启单瓣式止回阀","闽东腾龙电机厂                  ","3910.00","8553.5290000000"
"厚底平炒锅","山东泰安电机厂                  ","3910.00","8457.5240000000"
"快速建筑卷扬机","西安波威植松动力有限公司             ","3910.00","7857.2410000000"
"异步伺服电动机","北京佩特来电器有限公司              ","3910.00","4679.7620000000"
"交流稳压器","北京佩特来电器有限公司              ","3910.00","7407.2640000000"
"VE变偏心蝶阀","福建省银象电器有限公司              ","3920.00","4906.2650000000"
"旋启单瓣式止回阀","福建省银象电器有限公司              ","3920.00","9287.0960000000"
"车用液化气瓶","山东泰安电机厂                  ","3920.00","9446.5640000000"
"小型永磁搅拌钛材釜","山东泰安电机厂                  ","3920.00","9112.3050000000"
"水密封电磁流量计","山东泰安电机厂                  ","3920.00","4774.9310000000"
"差压变送器","北京佩特来电器有限公司              ","3920.00","5869.7710000000"
"电动垂直板式蝶阀","福建省银象电器有限公司              ","3930.00","6285.1230000000"
"电动垂直板式蝶阀","山东泰安电机厂                  ","3930.00","8223.6490000000"
"浮子液位计","博山电机厂                    ","3930.00","7193.4340000000"
"异步伺服电动机","慈溪金轮机车制造有限公司             ","3940.00","7510.4030000000"
"万能式断路器","东风农用车有限公司                ","3940.00","8473.1040000000"
"黑白超高解像摄像机","闽东腾龙电机厂                  ","3940.00","9906.7290000000"
